"","x","y"
"1",-4,402.130082530271
"2",-3.57894736842105,413.917061100515
"3",-3.15789473684211,394.372295461293
"4",-2.73684210526316,394.564408755066
"5",-2.31578947368421,352.118785946346
"6",-1.89473684210526,342.446623126533
"7",-1.47368421052632,351.742019092457
"8",-1.05263157894737,353.120749526095
"9",-0.631578947368421,328.319129104399
"10",-0.210526315789474,367.691503012262
"11",0.210526315789473,363.778941604473
"12",0.631578947368421,348.762633837585
"13",1.05263157894737,322.57470238894
"14",1.47368421052632,366.467134089856
"15",1.89473684210526,326.580831203544
"16",2.31578947368421,367.896985495833
"17",2.73684210526316,391.213458046623
"18",3.1578947368421,370.045926592714
"19",3.57894736842105,355.603734568126
"20",4,320.253036133633
